Geneid	Chr	Start	End	Strand	Length	SRR6344904	SRR6344905	SRR6344906	SRR6344910	SRR6344912	SRR6344913
G372_RS0111695	NZ_ARQK01000059.1	119485	120045	+	561	473	398	427	456	407	278
G372_RS0111700	NZ_ARQK01000059.1	120192	120641	+	450	2938	1507	2604	1223	643	1069
G372_RS0111705	NZ_ARQK01000059.1	120680	121339	-	660	35	57	34	26	22	19
G372_RS0111710	NZ_ARQK01000059.1	121358	121828	-	471	96	73	84	174	177	108
G372_RS0111715	NZ_ARQK01000059.1	121873	122523	+	651	113	202	89	162	121	156
G372_RS0111720	NZ_ARQK01000059.1	122523	122759	+	237	43	32	21	58	45	31
G372_RS0111725	NZ_ARQK01000059.1	122758	123438	-	681	591	817	550	1044	1366	708
G372_RS0111730	NZ_ARQK01000059.1	123519	124238	+	720	153	217	140	282	406	141
G372_RS0111735	NZ_ARQK01000059.1	124249	124791	+	543	183	163	125	326	208	198
G372_RS0111740	NZ_ARQK01000059.1	124852	125682	+	831	583	629	532	687	499	376
G372_RS13600	NZ_ARQK01000059.1	126543	126686	-	144	24	29	18	16	23	6
G372_RS0111750	NZ_ARQK01000060.1	190	1743	+	1554	562	660	479	480	353	353
G372_RS0111755	NZ_ARQK01000060.1	1860	2255	+	396	127	218	158	157	168	121
G372_RS0111760	NZ_ARQK01000060.1	2519	4792	+	2274	1066	1140	1056	1554	1683	640
G372_RS0111765	NZ_ARQK01000060.1	4946	5752	-	807	697	878	514	530	471	211
G372_RS0111770	NZ_ARQK01000060.1	5752	7083	-	1332	117	153	108	188	181	60
G372_RS0111775	NZ_ARQK01000060.1	7100	7954	-	855	249	234	277	416	322	163
G372_RS0111780	NZ_ARQK01000060.1	8137	9519	+	1383	188	192	155	351	221	206
G372_RS0111785	NZ_ARQK01000060.1	9522	10397	-	876	369	612	387	263	366	127
G372_RS0111790	NZ_ARQK01000060.1	10406	11740	-	1335	741	1207	702	483	636	263
G372_RS0111795	NZ_ARQK01000060.1	11728	12411	-	684	218	330	176	196	201	82
G372_RS0111800	NZ_ARQK01000060.1	12411	13157	-	747	1066	1019	818	789	716	390
G372_RS0111805	NZ_ARQK01000060.1	13166	14500	-	1335	458	473	358	598	722	274
G372_RS0111810	NZ_ARQK01000060.1	14611	15228	-	618	155	100	103	235	149	509
G372_RS0111815	NZ_ARQK01000060.1	15320	18127	-	2808	2791	3125	2658	2937	2768	1457
G372_RS0111820	NZ_ARQK01000060.1	18373	18762	-	390	98	114	89	119	135	61
G372_RS0111825	NZ_ARQK01000060.1	19083	20141	+	1059	175	242	175	129	89	101
G372_RS0111830	NZ_ARQK01000060.1	20141	20899	+	759	240	351	293	248	209	183
G372_RS0111835	NZ_ARQK01000060.1	20940	23618	-	2679	2070	2914	1938	1795	1696	1110
G372_RS0111840	NZ_ARQK01000060.1	23626	24408	-	783	674	611	611	741	522	487
G372_RS0111845	NZ_ARQK01000060.1	24703	25482	+	780	6973	6266	7085	17366	18286	4628
G372_RS0111850	NZ_ARQK01000060.1	25598	26464	+	867	3695	3521	3663	8998	7380	3352
G372_RS0111855	NZ_ARQK01000060.1	26590	27324	+	735	4521	2719	4336	6951	5437	3125
G372_RS0111860	NZ_ARQK01000060.1	27320	27874	+	555	1014	1880	1072	2197	2918	929
G372_RS0111865	NZ_ARQK01000060.1	27892	28641	+	750	616	692	587	1187	1522	566
G372_RS0111870	NZ_ARQK01000060.1	28637	29467	+	831	352	460	333	368	484	215
G372_RS0111875	NZ_ARQK01000060.1	29493	30695	+	1203	732	1388	678	652	709	335
G372_RS0111880	NZ_ARQK01000060.1	30695	32053	+	1359	1401	1500	1428	946	898	647
G372_RS0111885	NZ_ARQK01000060.1	32089	34428	+	2340	6259	7278	6254	5034	5372	2630
G372_RS0111890	NZ_ARQK01000060.1	34449	34985	+	537	817	1350	857	858	755	502
G372_RS0111895	NZ_ARQK01000060.1	34963	35991	+	1029	693	1145	691	650	887	369
G372_RS0111900	NZ_ARQK01000060.1	36049	36504	+	456	460	623	450	411	648	218
G372_RS0111905	NZ_ARQK01000060.1	36504	37283	+	780	1500	1792	1419	1347	1549	664
G372_RS0111910	NZ_ARQK01000060.1	37301	38452	-	1152	560	737	405	830	1015	344
G372_RS0111915	NZ_ARQK01000060.1	38477	39571	-	1095	1473	1759	1412	2191	2446	785
G372_RS0111920	NZ_ARQK01000060.1	39571	40581	-	1011	418	450	368	862	1193	265
G372_RS0111925	NZ_ARQK01000060.1	40730	41332	+	603	72	110	62	185	129	102
G372_RS0111930	NZ_ARQK01000060.1	41332	44808	+	3477	2389	3021	2299	2377	2008	1354
G372_RS0111935	NZ_ARQK01000060.1	44966	45928	+	963	679	851	631	1240	1082	571
G372_RS0111940	NZ_ARQK01000060.1	45945	47195	+	1251	266	494	242	359	478	156
G372_RS0111945	NZ_ARQK01000060.1	47368	48069	+	702	1731	1441	1719	1748	1191	1470
G372_RS0111950	NZ_ARQK01000060.1	48065	48655	+	591	1372	1067	1263	955	539	555
G372_RS0111955	NZ_ARQK01000060.1	48658	49047	+	390	1184	1428	1038	823	659	410
G372_RS0111960	NZ_ARQK01000060.1	49047	49916	+	870	922	973	1011	817	636	532
G372_RS0111965	NZ_ARQK01000060.1	49916	51589	+	1674	2015	2527	1803	1910	1536	1204
G372_RS0111970	NZ_ARQK01000060.1	51688	53352	+	1665	3203	3433	3076	4511	3704	2344
G372_RS0111975	NZ_ARQK01000060.1	53449	54288	+	840	449	487	423	885	908	511
G372_RS0111980	NZ_ARQK01000060.1	54375	55649	+	1275	1833	3090	1812	2361	3909	952
G372_RS0111985	NZ_ARQK01000060.1	55803	56207	+	405	254	449	262	509	462	246
G372_RS0111990	NZ_ARQK01000060.1	56203	56949	+	747	167	405	111	163	216	47
G372_RS0111995	NZ_ARQK01000060.1	56949	57446	+	498	434	543	441	280	252	137
G372_RS0112000	NZ_ARQK01000060.1	57446	57829	+	384	105	166	99	88	77	54
G372_RS0112005	NZ_ARQK01000060.1	57882	59396	+	1515	762	762	699	477	370	341
G372_RS0112010	NZ_ARQK01000060.1	59560	60405	-	846	1153	1754	1049	941	1037	466
G372_RS0112015	NZ_ARQK01000060.1	60468	60854	-	387	59	61	29	88	102	40
G372_RS0112020	NZ_ARQK01000060.1	60870	61721	-	852	99	158	101	177	230	70
G372_RS0112025	NZ_ARQK01000060.1	61724	62692	-	969	78	132	70	139	164	57
G372_RS0112030	NZ_ARQK01000060.1	62702	63601	-	900	722	788	646	1492	1543	815
G372_RS0112035	NZ_ARQK01000060.1	64046	64762	+	717	172	317	153	509	686	254
G372_RS0112040	NZ_ARQK01000060.1	64762	65661	+	900	144	235	155	283	248	162
G372_RS0112045	NZ_ARQK01000060.1	65717	66673	+	957	339	459	264	381	399	207
G372_RS0112050	NZ_ARQK01000060.1	66673	68157	+	1485	343	1086	328	465	789	188
G372_RS0112055	NZ_ARQK01000060.1	68157	68675	+	519	187	320	161	169	145	67
G372_RS0112060	NZ_ARQK01000060.1	68823	69881	+	1059	136	511	110	167	168	116
G372_RS0112065	NZ_ARQK01000060.1	69881	70450	+	570	244	433	175	268	214	166
G372_RS0112070	NZ_ARQK01000060.1	70665	71432	+	768	310	725	349	299	311	164
G372_RS0112075	NZ_ARQK01000060.1	71435	71641	-	207	115	239	111	84	128	65
G372_RS0112080	NZ_ARQK01000060.1	71662	72054	-	393	239	229	294	421	430	209
G372_RS0112085	NZ_ARQK01000060.1	72138	72758	+	621	24	37	29	43	30	36
G372_RS0112090	NZ_ARQK01000060.1	73291	74703	+	1413	22744	43619	22530	23065	34731	11961
G372_RS0112095	NZ_ARQK01000060.1	74970	75203	+	234	2347	2056	2279	2650	1487	2307
G372_RS0112105	NZ_ARQK01000060.1	75665	77011	+	1347	1688	2071	1686	1734	1692	1079
G372_RS0112110	NZ_ARQK01000060.1	77056	77466	+	411	814	713	797	841	579	591
G372_RS0112115	NZ_ARQK01000060.1	77519	77899	+	381	579	543	642	523	492	348
G372_RS0112120	NZ_ARQK01000060.1	78153	78440	-	288	60	42	56	83	94	55
G372_RS0112125	NZ_ARQK01000060.1	78733	80931	-	2199	732	951	684	856	839	352
G372_RS0112130	NZ_ARQK01000060.1	81050	81904	+	855	532	732	557	511	335	436
G372_RS0112135	NZ_ARQK01000060.1	82072	82962	+	891	435	549	387	838	889	425
G372_RS0112140	NZ_ARQK01000060.1	83038	83781	+	744	1457	2081	1552	1569	1513	650
G372_RS0112145	NZ_ARQK01000060.1	83790	84056	+	267	32	84	23	34	12	10
G372_RS0112150	NZ_ARQK01000060.1	84112	85146	+	1035	1742	1053	1465	1385	870	767
G372_RS0112155	NZ_ARQK01000060.1	85274	85735	+	462	349	530	283	333	417	160
G372_RS0112160	NZ_ARQK01000060.1	85746	86234	+	489	301	192	258	245	216	151
G372_RS0112165	NZ_ARQK01000060.1	86241	86600	+	360	20	89	20	13	36	20
G372_RS0112170	NZ_ARQK01000060.1	86600	87682	+	1083	183	397	163	161	181	77
G372_RS0112175	NZ_ARQK01000060.1	87743	88546	+	804	406	285	348	335	169	311
G372_RS0112180	NZ_ARQK01000060.1	88559	89500	+	942	396	584	421	195	265	163
G372_RS0112185	NZ_ARQK01000060.1	89503	91173	-	1671	785	778	701	565	453	471
G372_RS0112190	NZ_ARQK01000060.1	91200	91628	-	429	1016	703	919	1100	957	1044
G372_RS0112195	NZ_ARQK01000060.1	91886	92764	+	879	328	230	333	614	565	171
G372_RS0112200	NZ_ARQK01000060.1	92796	95315	-	2520	149	140	121	314	445	147
G372_RS0112205	NZ_ARQK01000060.1	95315	96022	-	708	281	138	226	508	274	301
G372_RS0112210	NZ_ARQK01000060.1	96021	96785	+	765	139	178	117	258	186	211
G372_RS0112215	NZ_ARQK01000060.1	96699	97022	-	324	156	281	122	116	88	178
G372_RS0112220	NZ_ARQK01000060.1	97226	98251	+	1026	1154	989	973	821	449	730
G372_RS0112230	NZ_ARQK01000060.1	98491	98700	+	210	305	258	325	167	161	172
G372_RS0112235	NZ_ARQK01000060.1	98833	100140	+	1308	2711	2866	2745	2855	3427	1724
G372_RS0112240	NZ_ARQK01000060.1	100140	100643	+	504	407	450	413	525	573	328
G372_RS0112245	NZ_ARQK01000060.1	100643	101884	+	1242	1233	1135	1213	827	967	426
G372_RS0112250	NZ_ARQK01000060.1	102253	104238	+	1986	793	727	776	620	787	344
G372_RS0112255	NZ_ARQK01000060.1	104238	106076	+	1839	933	890	942	883	888	698
G372_RS0112260	NZ_ARQK01000060.1	108807	109238	-	432	807	709	814	169	113	135
G372_RS0112265	NZ_ARQK01000060.1	109427	109660	+	234	45	92	51	51	27	21
G372_RS0112270	NZ_ARQK01000060.1	110121	111224	+	1104	513	823	592	420	385	255
G372_RS14505	NZ_ARQK01000060.1	111243	111428	+	186	123	111	134	66	34	46
G372_RS14510	NZ_ARQK01000060.1	111508	111711	+	204	290	207	268	196	152	131
G372_RS14100	NZ_ARQK01000060.1	111997	113451	-	1455	1782	2947	1996	1087	1421	551
G372_RS0112295	NZ_ARQK01000060.1	114722	115612	-	891	16	20	25	19	34	9
G372_RS0112300	NZ_ARQK01000060.1	115615	115929	-	315	6	6	5	13	23	4
G372_RS0112305	NZ_ARQK01000060.1	116059	116478	-	420	124	154	145	224	290	71
G372_RS0112315	NZ_ARQK01000060.1	116792	117694	-	903	30	39	40	40	17	19
G372_RS0112320	NZ_ARQK01000060.1	117809	118624	-	816	198	229	126	144	172	77
G372_RS0112325	NZ_ARQK01000060.1	118630	119451	-	822	207	161	184	158	144	69
G372_RS0112330	NZ_ARQK01000060.1	119595	120176	+	582	413	254	375	426	312	295
G372_RS0112335	NZ_ARQK01000060.1	120188	122158	+	1971	1328	1508	1179	1504	1124	1026
G372_RS0112345	NZ_ARQK01000060.1	122461	124734	+	2274	772	891	734	994	967	743
G372_RS0112350	NZ_ARQK01000060.1	124818	126668	-	1851	778	748	712	689	572	358
G372_RS0112355	NZ_ARQK01000060.1	126719	128086	-	1368	8422	7024	7677	5135	4667	2295
G372_RS0112360	NZ_ARQK01000060.1	128354	129133	-	780	303	243	267	226	274	127
G372_RS0112365	NZ_ARQK01000060.1	129133	130107	-	975	526	723	501	920	1287	502
G372_RS0112370	NZ_ARQK01000060.1	130196	131584	+	1389	403	543	314	429	236	257
G372_RS0112375	NZ_ARQK01000060.1	131600	132400	-	801	213	480	180	192	174	123
G372_RS0112380	NZ_ARQK01000060.1	132436	133221	-	786	114	209	107	120	122	82
G372_RS0112385	NZ_ARQK01000060.1	133354	134472	+	1119	332	450	290	495	521	249
G372_RS0112390	NZ_ARQK01000060.1	134489	136462	+	1974	396	853	340	645	989	280
G372_RS0112395	NZ_ARQK01000060.1	136462	136878	+	417	37	49	17	26	42	19
G372_RS0112400	NZ_ARQK01000060.1	136891	137541	-	651	80	141	78	309	473	123
G372_RS0112405	NZ_ARQK01000060.1	137637	138338	-	702	95	128	63	184	272	81
G372_RS0112410	NZ_ARQK01000060.1	138399	139916	+	1518	473	542	488	398	399	263
G372_RS0112415	NZ_ARQK01000060.1	139916	140260	+	345	52	53	48	36	31	42
G372_RS0112420	NZ_ARQK01000060.1	140277	140666	+	390	461	408	399	338	315	215
G372_RS0112425	NZ_ARQK01000060.1	140824	141582	-	759	1121	850	945	2287	2413	1212
G372_RS0112430	NZ_ARQK01000060.1	141765	143105	+	1341	1076	930	875	666	439	476
G372_RS0112435	NZ_ARQK01000060.1	143114	144541	+	1428	1057	1359	954	610	492	475
G372_RS0112440	NZ_ARQK01000060.1	144569	147700	-	3132	42	92	30	48	73	23
G372_RS0112445	NZ_ARQK01000060.1	147814	148422	+	609	105	122	107	164	108	96
G372_RS0112450	NZ_ARQK01000060.1	148794	151082	-	2289	3682	3568	3338	1642	1070	1207
G372_RS0112455	NZ_ARQK01000060.1	151278	152177	-	900	89	130	98	80	73	59
G372_RS0112460	NZ_ARQK01000060.1	152404	153051	+	648	464	352	409	324	244	264
G372_RS0112465	NZ_ARQK01000060.1	153726	154037	+	312	445	476	474	336	226	257
G372_RS0112470	NZ_ARQK01000060.1	154208	154783	+	576	167	211	134	168	220	137
G372_RS0112475	NZ_ARQK01000060.1	155101	155376	+	276	270	257	295	333	278	236
G372_RS14105	NZ_ARQK01000060.1	155354	155620	+	267	389	238	344	299	198	218
G372_RS0112485	NZ_ARQK01000060.1	155918	156912	+	995	354	392	362	343	391	312
G372_RS0112490	NZ_ARQK01000061.1	662	1471	-	810	86	128	65	278	366	108
G372_RS0112495	NZ_ARQK01000061.1	1621	2355	+	735	155	225	142	403	582	135
G372_RS0112500	NZ_ARQK01000061.1	2416	3240	+	825	864	1659	790	1793	2471	1137
G372_RS0112505	NZ_ARQK01000061.1	3301	3792	+	492	1167	1456	1207	1894	2393	869
G372_RS0112510	NZ_ARQK01000061.1	3823	5043	+	1221	10730	8913	10203	11311	10584	5781
G372_RS0112515	NZ_ARQK01000061.1	5101	5508	+	408	10592	8031	10423	7659	6499	4345
G372_RS0112520	NZ_ARQK01000061.1	5519	5839	+	321	4063	6160	4367	3824	5371	2140
G372_RS0112525	NZ_ARQK01000061.1	5961	6482	+	522	417	642	360	779	1363	358
G372_RS0112530	NZ_ARQK01000061.1	6516	8396	+	1881	952	1425	784	1238	1363	596
G372_RS0112535	NZ_ARQK01000061.1	8404	8739	+	336	622	816	567	736	930	317
G372_RS0112540	NZ_ARQK01000061.1	8753	8953	+	201	446	410	467	472	374	229
G372_RS0112545	NZ_ARQK01000061.1	8961	10775	-	1815	644	649	645	629	683	394
G372_RS0112550	NZ_ARQK01000061.1	10779	11774	-	996	231	191	207	168	86	142
G372_RS0112555	NZ_ARQK01000061.1	11962	13839	+	1878	572	651	419	359	287	202
G372_RS0112560	NZ_ARQK01000061.1	13899	14651	+	753	1632	2083	1851	1454	1399	1123
G372_RS0112565	NZ_ARQK01000061.1	14717	15094	-	378	140	146	136	231	146	160
G372_RS0112570	NZ_ARQK01000061.1	15816	16391	-	576	138	174	147	159	132	145
G372_RS0112575	NZ_ARQK01000061.1	16546	17490	+	945	395	269	384	338	177	283
G372_RS0112580	NZ_ARQK01000061.1	17497	17784	+	288	55	81	47	18	16	22
G372_RS0112585	NZ_ARQK01000061.1	17780	18298	-	519	40	67	55	42	35	21
G372_RS0112590	NZ_ARQK01000061.1	18344	19654	-	1311	501	418	431	319	199	212
G372_RS0112595	NZ_ARQK01000061.1	19654	22596	-	2943	705	540	686	495	301	293
G372_RS14400	NZ_ARQK01000061.1	22589	22759	-	171	63	33	40	55	26	20
G372_RS0112605	NZ_ARQK01000061.1	22855	23793	-	939	75	135	53	172	291	40
G372_RS0112610	NZ_ARQK01000061.1	23827	24276	-	450	635	631	573	927	1061	138
G372_RS0112615	NZ_ARQK01000061.1	24415	25188	+	774	212	346	188	379	501	114
G372_RS0112620	NZ_ARQK01000061.1	25333	27036	-	1704	241	302	158	359	544	130
G372_RS0112625	NZ_ARQK01000061.1	27032	28687	-	1656	52	81	41	179	153	70
G372_RS0112630	NZ_ARQK01000061.1	28770	30158	-	1389	129	154	117	213	261	163
G372_RS0112635	NZ_ARQK01000061.1	30519	31922	+	1404	52	65	51	117	123	73
G372_RS0112640	NZ_ARQK01000061.1	31929	32930	+	1002	203	103	152	366	151	244
G372_RS0112645	NZ_ARQK01000061.1	33049	34428	+	1380	526	679	377	2505	2738	1419
G372_RS0112650	NZ_ARQK01000061.1	34669	35322	+	654	444	578	304	1126	1951	552
G372_RS0112655	NZ_ARQK01000061.1	35508	36131	+	624	1458	1439	1176	1322	3207	534
G372_RS0112660	NZ_ARQK01000061.1	36499	37170	+	672	224	212	203	289	245	216
G372_RS0112665	NZ_ARQK01000061.1	37281	38027	+	747	52	113	36	101	203	61
G372_RS0112670	NZ_ARQK01000061.1	38027	39136	+	1110	206	192	167	295	462	226
G372_RS0112675	NZ_ARQK01000061.1	39154	42252	+	3099	625	672	679	875	1307	604
G372_RS0112680	NZ_ARQK01000061.1	42558	43976	+	1419	24857	22022	24055	61992	86481	9015
G372_RS0112685	NZ_ARQK01000061.1	44049	44378	+	330	5794	11056	6639	14957	40588	2075
G372_RS0112690	NZ_ARQK01000061.1	44543	47476	+	2934	16066	21422	15503	35982	52035	6315
G372_RS0112695	NZ_ARQK01000061.1	47512	49071	+	1560	3939	5130	3930	7448	10427	2473
G372_RS0112700	NZ_ARQK01000061.1	49091	49339	+	249	137	244	107	148	190	68
G372_RS0112705	NZ_ARQK01000061.1	49347	49676	+	330	2082	3105	1939	2869	3318	1594
G372_RS0112710	NZ_ARQK01000061.1	49724	50020	+	297	4323	2290	4245	2735	1641	2109
G372_RS0112715	NZ_ARQK01000061.1	50055	50345	+	291	5168	3652	4324	3090	1668	2085
G372_RS0112720	NZ_ARQK01000061.1	50417	50728	+	312	3443	2537	3042	2281	1399	1419
G372_RS0112725	NZ_ARQK01000061.1	50742	51164	+	423	1601	3626	1533	1117	1420	605
G372_RS0112730	NZ_ARQK01000061.1	51200	51478	+	279	2183	2143	2281	1899	1487	1008
G372_RS0112735	NZ_ARQK01000061.1	51546	52178	+	633	1721	4175	1804	1250	1431	663
G372_RS0112740	NZ_ARQK01000061.1	52178	52585	+	408	406	953	364	163	97	79
G372_RS0112745	NZ_ARQK01000061.1	52669	53469	+	801	3039	5559	3335	1923	2279	1219
G372_RS0112750	NZ_ARQK01000061.1	53495	55813	+	2319	2642	3577	2842	1632	1426	914
G372_RS0112755	NZ_ARQK01000061.1	55875	56849	+	975	1150	1050	1092	745	530	513
G372_RS0112760	NZ_ARQK01000061.1	57091	57654	+	564	822	871	764	554	570	279
G372_RS0112765	NZ_ARQK01000061.1	57726	58205	+	480	450	673	484	626	807	311
G372_RS0112770	NZ_ARQK01000061.1	58251	60074	-	1824	266	460	201	309	241	176
G372_RS0112775	NZ_ARQK01000061.1	60120	61862	-	1743	51	126	48	45	45	33
G372_RS0112780	NZ_ARQK01000061.1	61862	64519	-	2658	931	864	1018	359	183	350
G372_RS0112785	NZ_ARQK01000061.1	64822	65292	+	471	611	362	547	211	144	173
G372_RS0112790	NZ_ARQK01000061.1	65313	66437	-	1125	269	202	238	165	118	162
G372_RS0112795	NZ_ARQK01000061.1	66529	67503	+	975	164	208	178	181	199	131
G372_RS0112800	NZ_ARQK01000061.1	67568	68200	+	633	141	163	110	128	100	101
G372_RS0112805	NZ_ARQK01000061.1	68200	69216	+	1017	294	206	220	180	102	142
G372_RS0112810	NZ_ARQK01000061.1	69289	70953	-	1665	2038	2783	1903	3274	3778	1133
G372_RS0112815	NZ_ARQK01000061.1	71000	71281	-	282	26	46	23	33	60	23
G372_RS14240	NZ_ARQK01000061.1	71295	71453	-	159	20	27	11	47	44	15
G372_RS0112825	NZ_ARQK01000061.1	72241	72435	-	195	27	12	31	22	15	20
G372_RS0112830	NZ_ARQK01000061.1	72656	73378	-	723	310	297	378	228	157	182
G372_RS0112835	NZ_ARQK01000061.1	73676	74242	+	567	92	130	100	78	92	56
G372_RS0112845	NZ_ARQK01000061.1	74332	74655	-	324	252	191	235	143	95	80
G372_RS0112850	NZ_ARQK01000061.1	74655	77786	-	3132	1138	1422	1060	805	856	459
G372_RS0112855	NZ_ARQK01000061.1	77786	78535	-	750	87	100	68	62	46	47
G372_RS0112860	NZ_ARQK01000061.1	78540	80219	-	1680	359	201	319	243	144	182
G372_RS0112865	NZ_ARQK01000061.1	80473	83178	-	2706	964	956	857	708	440	575
G372_RS0112875	NZ_ARQK01000061.1	83348	83785	+	438	75	66	46	40	31	23
G372_RS0112880	NZ_ARQK01000061.1	83785	84198	+	414	23	53	24	16	35	17
G372_RS0112885	NZ_ARQK01000061.1	84287	85573	+	1287	478	1076	441	677	891	222
G372_RS0112890	NZ_ARQK01000061.1	85598	86623	+	1026	354	761	328	682	1140	304
G372_RS0112895	NZ_ARQK01000061.1	86923	87330	+	408	101	184	87	245	329	133
G372_RS0112900	NZ_ARQK01000061.1	87333	87653	-	321	96	214	74	141	411	73
G372_RS0112905	NZ_ARQK01000061.1	87755	88144	-	390	20	27	14	24	26	12
G372_RS0112910	NZ_ARQK01000061.1	88147	88482	-	336	335	356	283	368	343	203
G372_RS0112915	NZ_ARQK01000061.1	88542	89099	+	558	126	172	115	163	172	101
G372_RS0112920	NZ_ARQK01000061.1	89143	89895	-	753	50	103	37	87	80	39
G372_RS0112925	NZ_ARQK01000061.1	89901	90140	-	240	2	8	2	8	4	2
G372_RS0112930	NZ_ARQK01000061.1	90130	91107	-	978	207	230	162	316	302	182
G372_RS0112935	NZ_ARQK01000061.1	91290	91976	-	687	3875	5077	3468	2931	3910	1561
G372_RS0112940	NZ_ARQK01000061.1	92075	94144	-	2070	1049	1076	1000	3731	5275	1010
G372_RS0112945	NZ_ARQK01000061.1	94469	95050	-	582	1018	708	925	2551	1235	1312
G372_RS0112950	NZ_ARQK01000061.1	95113	95843	-	731	144	136	122	92	57	62
G372_RS0112955	NZ_ARQK01000061.1	96149	96832	-	684	821	1134	684	635	356	496
G372_RS0112960	NZ_ARQK01000061.1	96908	99193	-	2286	1514	1372	1403	853	701	505
G372_RS0112965	NZ_ARQK01000061.1	99330	100049	-	720	340	347	340	216	177	104
G372_RS0112970	NZ_ARQK01000061.1	100285	100611	+	327	1895	1320	1965	2252	1512	1943
G372_RS0112975	NZ_ARQK01000061.1	100607	100999	+	393	588	676	513	738	627	524
G372_RS14530	NZ_ARQK01000061.1	101159	101284	+	126	202	122	159	354	191	245
G372_RS0112985	NZ_ARQK01000061.1	101317	102597	-	1281	376	265	347	632	527	528
G372_RS0112990	NZ_ARQK01000061.1	102718	103155	+	438	321	230	257	119	71	86
G372_RS0112995	NZ_ARQK01000061.1	103335	103829	+	495	39	89	50	41	46	20
G372_RS0113000	NZ_ARQK01000061.1	103872	104597	-	726	246	168	249	173	148	145
G372_RS0113005	NZ_ARQK01000061.1	104660	105295	+	636	27	45	47	34	27	35
G372_RS0113010	NZ_ARQK01000061.1	105320	105868	+	549	100	96	109	61	53	41
G372_RS0113015	NZ_ARQK01000061.1	105895	106827	-	933	173	162	133	179	130	120
G372_RS0113020	NZ_ARQK01000061.1	107004	107615	+	612	78	34	62	55	29	38
G372_RS0113025	NZ_ARQK01000061.1	107698	107991	+	294	1991	642	1811	949	237	735
G372_RS0113030	NZ_ARQK01000061.1	107984	108865	+	882	930	986	866	624	396	467
G372_RS0113035	NZ_ARQK01000061.1	108861	109619	+	759	430	481	406	346	325	272
G372_RS0113040	NZ_ARQK01000061.1	109632	110636	-	1005	220	276	224	339	222	233
G372_RS0113045	NZ_ARQK01000061.1	110725	111402	+	678	94	89	93	89	101	55
G372_RS0113050	NZ_ARQK01000061.1	111555	112544	+	990	3415	2966	3446	2400	1764	1519
G372_RS0113055	NZ_ARQK01000061.1	112698	114611	+	1914	2846	3439	2949	5644	7024	2336
G372_RS0113060	NZ_ARQK01000061.1	114620	115150	+	531	4856	5615	5121	7784	9488	2852
G372_RS0113065	NZ_ARQK01000061.1	115256	115450	+	195	9215	4249	8735	11894	8224	5604
G372_RS0113070	NZ_ARQK01000061.1	115474	115830	+	357	1212	728	1170	2654	2412	1231
G372_RS0113075	NZ_ARQK01000061.1	115975	117000	+	1026	392	453	387	787	1248	329
G372_RS0113080	NZ_ARQK01000061.1	117003	119360	+	2358	1237	2089	1243	1583	1843	631
G372_RS0113085	NZ_ARQK01000061.1	119368	119664	+	297	1298	1356	1212	1012	990	667
G372_RS0113090	NZ_ARQK01000061.1	119651	120004	+	354	1684	1304	2125	1133	870	795
G372_RS0113100	NZ_ARQK01000061.1	120224	120937	-	714	439	301	361	554	474	289
G372_RS0113105	NZ_ARQK01000061.1	121059	121541	-	483	176	411	123	195	179	129
G372_RS0113110	NZ_ARQK01000061.1	121558	121869	-	312	217	275	208	260	201	154
G372_RS0113115	NZ_ARQK01000061.1	122008	122739	-	732	740	519	767	461	259	298
G372_RS0113120	NZ_ARQK01000061.1	122983	123909	+	927	2049	1889	1965	1583	1104	1211
G372_RS0113125	NZ_ARQK01000061.1	124184	124996	+	813	1063	857	1048	1326	837	736
G372_RS0113130	NZ_ARQK01000061.1	125169	125576	+	408	3304	3172	3817	1273	797	1227
G372_RS0113135	NZ_ARQK01000061.1	125616	126032	+	417	596	813	727	322	409	235
G372_RS0113140	NZ_ARQK01000061.1	126050	126718	+	669	888	1478	1036	611	500	499
G372_RS0113145	NZ_ARQK01000061.1	126747	127991	+	1245	3863	7327	4291	2581	3059	1553
G372_RS0113150	NZ_ARQK01000061.1	128024	128761	+	738	901	1952	916	753	633	562
G372_RS0113155	NZ_ARQK01000061.1	128800	129585	+	786	1811	3231	1881	1141	1231	710
G372_RS0113160	NZ_ARQK01000061.1	129593	130288	+	696	1724	1667	1865	1173	976	804
G372_RS0113165	NZ_ARQK01000061.1	130342	131508	+	1167	1995	3025	1965	1657	1743	922
G372_RS0113170	NZ_ARQK01000061.1	131511	132563	+	1053	566	1112	656	575	706	316
G372_RS0113175	NZ_ARQK01000061.1	132623	134545	+	1923	3421	3647	3557	2758	2696	1725
G372_RS0113180	NZ_ARQK01000061.1	134575	135801	+	1227	3313	3328	3490	3203	3075	1905
G372_RS0113185	NZ_ARQK01000061.1	135889	136572	+	684	399	733	356	443	398	279
G372_RS0113190	NZ_ARQK01000061.1	136597	137325	-	729	233	315	218	240	224	183
G372_RS0113195	NZ_ARQK01000061.1	137349	138497	-	1149	175	166	123	127	104	87
G372_RS0113200	NZ_ARQK01000061.1	138566	139345	-	780	418	349	307	202	171	174
